Time,TemperatureC,DewpointC,PressurehPa,WindDirection,WindDirectionDegrees,WindSpeedKMH,WindSpeedGustKMH,Humidity,HourlyPrecipMM,Conditions,Clouds,dailyrainMM,SoftwareType,DateUTC
                
2019-04-01 00:00:00,3.7037037037,0.506172839506,1017.68489479,  ,  ,0.271700977778,1.9982688,79.6111111111,0.0,  ,  ,0.0,  ,  
2019-04-01 00:05:00,3.49346405229,0.47385620915,1017.60964172,  ,  ,0.176449317647,1.0013696,80.4117647059,0.0,  ,  ,0.0,  ,  
2019-04-01 00:10:00,3.38888888889,0.487654320988,1017.60964172,  ,  ,0.360860622222,1.9982688,80.9444444444,0.0,  ,  ,0.0,  ,  
2019-04-01 00:15:00,3.36419753086,0.475308641975,1017.68489479,  ,  ,0.121694222222,1.0013696,81.0,0.0,  ,  ,0.0,  ,  
2019-04-01 00:20:00,3.27777777778,0.401960784314,1017.62956165,  ,  ,0.240875670588,1.5020544,81.1176470588,0.0,  ,  ,0.0,  ,  
2019-04-01 00:25:00,3.26543209877,0.425925925926,1017.60964172,  ,  ,0.216069333333,1.5020544,81.5555555556,0.0,  ,  ,0.0,  ,  
2019-04-01 00:30:00,3.17283950617,0.33950617284,1017.53438865,  ,  ,0.249348977778,1.5020544,82.0,0.0,  ,  ,0.0,  ,  
2019-04-01 00:35:00,3.05882352941,0.281045751634,1017.54988193,  ,  ,0.228779294118,1.0013696,82.1764705882,0.0,  ,  ,0.0,  ,  
2019-04-01 00:40:00,2.93209876543,0.324074074074,1017.53438865,  ,  ,0.0660625777778,0.5006848,83.0,0.0,  ,  ,0.0,  ,  
2019-04-01 00:45:00,2.77777777778,0.222222222222,1017.40269578,  ,  ,0.1050544,1.0013696,83.0,0.0,  ,  ,0.0,  ,  
2019-04-01 00:50:00,2.66666666667,0.186274509804,1017.47020221,  ,  ,0.0115704470588,0.5006848,83.5882352941,0.0,  ,  ,0.0,  ,  
2019-04-01 00:55:00,2.61111111111,0.222222222222,1017.21456311,  ,  ,0.1274064,1.0013696,84.0,0.0,  ,  ,0.0,  ,  
2019-04-01 01:00:00,2.58024691358,0.191358024691,1017.27100291,  ,  ,0.0660625777778,0.5006848,84.0,0.0,  ,  ,0.0,  ,  
