Time,TemperatureC,DewpointC,PressurehPa,WindDirection,WindDirectionDegrees,WindSpeedKMH,WindSpeedGustKMH,Humidity,HourlyPrecipMM,Conditions,Clouds,dailyrainMM,SoftwareType,DateUTC
                
2019-05-04 00:00:00,4.77777777778,1.88235294118,1009.48231014,  ,188.314107849,5.54939678118,9.36638208,81.4705882353,0.0,  ,  ,0.0,  ,  
2019-05-04 00:05:00,4.74382716049,1.88271604938,1009.46349688,  ,192.698324537,6.01894656,11.15275392,81.7777777778,0.0,  ,  ,0.0,  ,  
2019-05-04 00:10:00,4.70261437908,1.86928104575,1009.48231014,  ,193.300065853,6.16094750118,11.15275392,82.0,0.0,  ,  ,0.0,  ,  
2019-05-04 00:15:00,4.61111111111,1.7037037037,1009.42587034,  ,193.075204281,5.95993728,14.75768448,81.5,0.0,  ,  ,0.0,  ,  
2019-05-04 00:20:00,4.58024691358,0.864197530864,1009.53874995,  ,190.358793269,5.47892224,11.15275392,76.9444444444,0.0,  ,  ,0.0,  ,  
2019-05-04 00:25:00,4.5,0.555555555556,1009.62174966,  ,197.961517186,2.07605376,7.19376768,75.4705882353,0.0,  ,  ,0.0,  ,  
2019-05-04 00:30:00,4.54938271605,0.324074074074,1009.50112341,  ,174.504145167,1.88025024,9.36638208,73.9444444444,0.0,  ,  ,0.0,  ,  
2019-05-04 00:35:00,4.51851851852,0.29012345679,1009.53874995,  ,165.004582032,0.6392672,3.60493056,73.9444444444,0.0,  ,  ,0.0,  ,  
2019-05-04 00:40:00,4.46732026144,0.513071895425,1009.48231014,  ,176.791548299,2.20290793412,5.40739584,75.4705882353,0.0,  ,  ,0.0,  ,  
2019-05-04 00:45:00,4.33333333333,0.654320987654,1009.48231014,  ,173.382081006,2.0385024,3.60493056,76.9444444444,0.0,  ,  ,0.0,  ,  
2019-05-04 00:50:00,4.27777777778,0.62037037037,1009.53874995,  ,178.792303573,3.26160384,5.40739584,77.0555555556,0.0,  ,  ,0.0,  ,  
2019-05-04 00:55:00,4.27777777778,0.888888888889,1009.48231014,  ,164.019466461,0.952352978824,3.60493056,78.4705882353,0.0,  ,  ,0.0,  ,  
2019-05-04 01:00:00,4.22839506173,1.08641975309,1009.48231014,  ,,0.0,0.0,79.8333333333,0.0,  ,  ,0.0,  ,  
2019-05-04 01:05:00,4.22222222222,1.0,1009.51993668,  ,,0.0,0.0,79.5,0.0,  ,  ,0.0,  ,  
2019-05-04 01:10:00,4.22222222222,1.0,1009.22335105,  ,,0.0,0.0,79.5294117647,0.0,  ,  ,0.0,  ,  
2019-05-04 01:15:00,4.22222222222,1.37037037037,1009.48231014,  ,164.680892791,0.87798656,3.60493056,81.8888888889,0.0,  ,  ,0.0,  ,  
2019-05-04 01:20:00,4.21604938272,1.41975308642,1009.55756321,  ,163.622333899,1.8596864,3.60493056,82.1666666667,0.0,  ,  ,0.0,  ,  
2019-05-04 01:25:00,4.17647058824,1.23529411765,1009.60182973,  ,170.798956398,2.71316464941,3.60493056,81.3529411765,0.0,  ,  ,0.0,  ,  
2019-05-04 01:30:00,4.22222222222,1.48765432099,1009.68925609,  ,174.085839405,2.62144256,5.40739584,82.4444444444,0.0,  ,  ,0.0,  ,  
2019-05-04 01:35:00,4.22222222222,1.35947712418,1009.76118917,  ,176.709243714,3.76965165176,7.19376768,81.8235294118,0.0,  ,  ,0.0,  ,  
2019-05-04 01:40:00,4.22222222222,1.22222222222,1009.82094896,  ,181.951265531,4.66083904,7.19376768,80.9444444444,0.0,  ,  ,0.0,  ,  
2019-05-04 01:45:00,4.25308641975,1.28086419753,1009.82094896,  ,160.200341823,1.03892096,3.60493056,81.1666666667,0.0,  ,  ,0.0,  ,  
2019-05-04 01:50:00,4.19607843137,1.3431372549,1009.82094896,  ,176.896772643,1.98990652235,3.60493056,81.8823529412,0.0,  ,  ,0.0,  ,  
2019-05-04 01:55:00,4.17283950617,1.17283950617,1009.78332242,  ,176.020152804,1.53871168,3.60493056,81.0,0.0,  ,  ,0.0,  ,  
2019-05-04 02:00:00,4.21604938272,1.22530864198,1009.87738876,  ,168.730599523,0.39965376,3.60493056,81.0555555556,0.0,  ,  ,0.0,  ,  
2019-05-04 02:05:00,4.11111111111,1.2091503268,1009.82094896,  ,174.351173947,1.73619817412,3.60493056,81.5882352941,0.0,  ,  ,0.0,  ,  
2019-05-04 02:10:00,4.11111111111,1.27777777778,1009.85857549,  ,172.512710911,2.46050816,5.40739584,82.0,0.0,  ,  ,0.0,  ,  
2019-05-04 02:15:00,4.11111111111,1.4012345679,1009.76450916,  ,175.887726308,0.40054784,3.60493056,82.5555555556,0.0,  ,  ,0.0,  ,  
2019-05-04 02:20:00,4.11111111111,1.46078431373,1009.82094896,  ,175.363541645,2.60429726118,5.40739584,82.8235294118,0.0,  ,  ,0.0,  ,  
2019-05-04 02:25:00,4.11111111111,1.5,1009.82094896,  ,178.614344995,2.80025856,5.40739584,83.0,0.0,  ,  ,0.0,  ,  
2019-05-04 02:30:00,4.11111111111,1.48765432099,1009.82094896,  ,174.342496272,1.15872768,3.60493056,82.9444444444,0.0,  ,  ,0.0,  ,  
2019-05-04 02:35:00,4.14379084967,1.28104575163,1009.90062868,  ,184.932794136,3.85390554353,7.19376768,81.7647058824,0.0,  ,  ,0.0,  ,  
2019-05-04 02:40:00,4.31172839506,0.608024691358,1009.72688262,  ,185.098968149,4.2200576,7.19376768,76.7777777778,0.0,  ,  ,0.0,  ,  
2019-05-04 02:45:00,4.6049382716,0.246913580247,1009.67044282,  ,176.961918848,3.86063744,9.36638208,73.2222222222,0.0,  ,  ,0.0,  ,  
2019-05-04 02:50:00,4.59803921569,0.307189542484,1009.54206993,  ,164.611947112,0.676871152941,1.80246528,73.5882352941,0.0,  ,  ,0.0,  ,  
2019-05-04 02:55:00,4.44444444444,0.404320987654,1009.55756321,  ,,0.0,0.0,74.7777777778,0.0,  ,  ,0.0,  ,  
2019-05-04 03:00:00,4.37581699346,0.470588235294,1009.62174966,  ,,0.0,0.0,75.6470588235,0.0,  ,  ,0.0,  ,  
2019-05-04 03:05:00,4.23765432099,0.712962962963,1009.61400302,  ,,0.0,0.0,77.8888888889,0.0,  ,  ,0.0,  ,  
2019-05-04 03:10:00,4.24382716049,0.5,1009.50112341,  ,,0.0,0.0,76.6666666667,0.0,  ,  ,0.0,  ,  
2019-05-04 03:15:00,4.22549019608,0.558823529412,1009.68150945,  ,,0.0,0.0,77.1176470588,0.0,  ,  ,0.0,  ,  
2019-05-04 03:20:00,4.20987654321,0.722222222222,1009.63281628,  ,168.698131458,1.73987968,3.60493056,78.1666666667,0.0,  ,  ,0.0,  ,  
2019-05-04 03:25:00,4.11111111111,0.814814814815,1009.61400302,  ,173.189111697,2.12165184,3.60493056,79.1666666667,0.0,  ,  ,0.0,  ,  
2019-05-04 03:30:00,4.05882352941,0.87908496732,1009.82094896,  ,172.696513773,1.60745065412,3.60493056,79.5882352941,0.0,  ,  ,0.0,  ,  
2019-05-04 03:35:00,3.99382716049,0.922839506173,1009.9714551,  ,163.503694861,1.61739072,3.60493056,80.3888888889,0.0,  ,  ,0.0,  ,  
2019-05-04 03:40:00,3.97530864198,0.845679012346,1010.00908163,  ,178.148135624,3.21958208,7.19376768,79.8888888889,0.0,  ,  ,0.0,  ,  
2019-05-04 03:45:00,4.07843137255,0.849673202614,1009.9803084,  ,173.999803918,2.15841430588,5.40739584,79.4117647059,0.0,  ,  ,0.0,  ,  
2019-05-04 03:50:00,4.06790123457,0.975308641975,1010.0278949,  ,183.639868937,5.02204736,11.15275392,80.1666666667,0.0,  ,  ,0.0,  ,  
2019-05-04 03:55:00,4.17283950617,1.17283950617,1009.95264183,  ,184.279665875,6.93984896,12.9552192,81.0,0.0,  ,  ,0.0,  ,  
2019-05-04 04:00:00,4.22222222222,1.2908496732,1009.94046854,  ,185.856913284,8.55603004235,12.9552192,81.4117647059,0.0,  ,  ,0.0,  ,  
2019-05-04 04:05:00,4.23456790123,1.41975308642,1009.9150153,  ,191.719617302,8.34087232,14.75768448,82.0,0.0,  ,  ,0.0,  ,  
